algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
NCA,ionosphere,(351|34|2),0,0,0.8540925266903915,0.8833915829328673,0.7964808558558558,0.8202006960375798
LMNN,ionosphere,(351|34|2),0,0,0.8220640569395018,0.8627191044336426,0.7675467188179053,0.7862662772301326
MMC_Supervised,soybean,(150|4|3),0,0,0.975,0.9751179751179752,0.9743260590500641,0.9746184738955823
LSML_Supervised,soybean,(150|4|3),0,0,0.9833333333333333,0.9828947368421054,0.9828947368421054,0.9828947368421054
ITML_Supervised,soybean,(150|4|3),0,0,0.975,0.9761904761904763,0.9729729729729729,0.9735698139454009
NCA,soybean,(150|4|3),0,0,0.9666666666666667,0.96536212325686,0.96536212325686,0.96536212325686
MLKR,soybean,(150|4|3),0,0,0.9416666666666667,0.9394961763382815,0.9394961763382815,0.9393939393939394
LFDA,soybean,(150|4|3),0,0,0.9333333333333333,0.9444444444444445,0.9349593495934959,0.9336609336609337
LMNN,soybean,(150|4|3),0,0,0.975,0.9752032520325203,0.9755799755799757,0.9752935793808145
MMC_Supervised,iris,(150|4|3),0,0,0.9333333333333333,0.9420289855072465,0.9365079365079364,0.9331662489557226
LSML_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.9523809523809524,0.9416666666666668,0.9423955040393396
ITML_Supervised,iris,(150|4|3),0,0,0.9833333333333333,0.982905982905983,0.9851851851851853,0.9836523125996811
NCA,iris,(150|4|3),0,0,0.9666666666666667,0.96984126984127,0.969520789288231,0.9693446088794926
MLKR,iris,(150|4|3),0,0,0.9666666666666667,0.9681971774995031,0.9674796747967479,0.9674603174603176
LFDA,iris,(150|4|3),0,0,0.9833333333333333,0.9841269841269842,0.9833333333333334,0.9833229101521784
LMNN,iris,(150|4|3),0,0,0.9833333333333333,0.9844961240310077,0.9824561403508771,0.9830544830544831
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.485,0.48745819397993306,0.45582586427656857
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.4651268115942029,0.4786821705426356,0.4242610837438423
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4470588235294118,0.4408482142857143,0.4559312638580931,0.4146520146520147
NCA,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.2529411764705882,0.5,0.3359375
MLKR,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.46520935960591137,0.4687153931339978,0.45582586427656846
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9764705882352941,0.9767441860465116,0.9772727272727273,0.9764673311184939
LMNN,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.46528555431131013,0.46509009009009006,0.4587486157253599
MMC_Supervised,wine,(178|13|3),0,0,0.8251748251748252,0.8178236397748592,0.8230994152046783,0.8184329035056587
LSML_Supervised,wine,(178|13|3),0,0,0.7412587412587412,0.7297961338531515,0.7352938335989183,0.7281246984986666
ITML_Supervised,wine,(178|13|3),0,0,0.9230769230769231,0.9230069004150434,0.9306237816764132,0.9256891165682472
NCA,wine,(178|13|3),0,0,0.6993006993006993,0.7340031520882584,0.7381258023106546,0.7060667903525046
MLKR,wine,(178|13|3),0,0,0.7062937062937062,0.7452197184191135,0.7159839924670433,0.7112160245575178
LFDA,wine,(178|13|3),0,0,0.8951048951048951,0.893452157598499,0.9087806026365349,0.8984996127853271
LMNN,wine,(178|13|3),0,0,0.8951048951048951,0.8926415094339623,0.8973684210526316,0.8921630636583907
NCA,ionosphere,(351|34|2),0,0,0.8505338078291815,0.8599029126213592,0.8086080586080586,0.82518663348738
LMNN,ionosphere,(351|34|2),0,0,0.8291814946619217,0.853085177733065,0.7848755411255411,0.8014601978332548
MMC_Supervised,soybean,(150|4|3),0,0,0.9833333333333333,0.9841269841269842,0.9824561403508771,0.9828609096901779
LSML_Supervised,soybean,(150|4|3),0,0,0.85,0.8815875081327261,0.8650650650650652,0.8522522522522521
ITML_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9609250398724084,0.959349593495935,0.959295110449243
NCA,soybean,(150|4|3),0,0,0.9333333333333333,0.9365079365079364,0.9324577861163227,0.9329562120259794
MLKR,soybean,(150|4|3),0,0,0.9666666666666667,0.9674796747967479,0.9681971774995031,0.9674603174603176
LFDA,soybean,(150|4|3),0,0,0.975,0.9747308283893649,0.9741228070175438,0.974320987654321
LMNN,soybean,(150|4|3),0,0,0.925,0.9268292682926829,0.9282296650717704,0.9267311988086373
MMC_Supervised,iris,(150|4|3),0,0,0.975,0.9772727272727272,0.9761904761904763,0.9758896151053014
LSML_Supervised,iris,(150|4|3),0,0,0.975,0.9753550543024229,0.9747759016051699,0.9749647942419027
ITML_Supervised,iris,(150|4|3),0,0,0.975,0.975609756097561,0.975609756097561,0.9746835443037977
NCA,iris,(150|4|3),0,0,0.9583333333333334,0.9590964590964591,0.9587398373983739,0.9588226323013572
MLKR,iris,(150|4|3),0,0,0.975,0.9767441860465116,0.9761904761904763,0.9756061282165701
LFDA,iris,(150|4|3),0,0,0.9916666666666667,0.9924242424242425,0.9916666666666667,0.9919491730927784
LMNN,iris,(150|4|3),0,0,0.9416666666666667,0.9416957026713124,0.9407407407407408,0.9385858585858586
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5764705882352941,0.5951086956521738,0.5583333333333333,0.5206766917293233
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.4684908789386401,0.4789590254706534,0.43333333333333335
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4470588235294118,0.44456886898096304,0.4451219512195122,0.444289887327862
NCA,poisoned_synthetic,(106|2|2),0,0,0.5647058823529412,0.5657142857142857,0.5636766334440753,0.5608155285574641
MLKR,poisoned_synthetic,(106|2|2),0,0,0.6941176470588235,0.6939799331103679,0.6929046563192904,0.6930555555555555
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9764705882352941,0.9767441860465116,0.9772727272727273,0.9764673311184939
LMNN,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9693877551020409,0.9615384615384616,0.9642105263157895
MMC_Supervised,wine,(178|13|3),0,0,0.6993006993006993,0.7564473727995741,0.7483708048224177,0.6935189305447399
LSML_Supervised,wine,(178|13|3),0,0,0.7412587412587412,0.7372881355932203,0.7334360554699538,0.7229955553348398
ITML_Supervised,wine,(178|13|3),0,0,0.9300699300699301,0.9263784461152881,0.939373897707231,0.9305826870608765
NCA,wine,(178|13|3),0,0,0.6643356643356644,0.7496587496587498,0.7113060527694675,0.6845062884666845
MLKR,wine,(178|13|3),0,0,0.6433566433566433,0.6426492065836328,0.6304153240243465,0.6356234466872764
LFDA,wine,(178|13|3),0,0,0.8041958041958042,0.8055555555555555,0.7947154471544716,0.7986651411136537
LMNN,wine,(178|13|3),0,0,0.8671328671328671,0.8711116469737159,0.8674863387978142,0.8631614697759021
NCA,ionosphere,(351|34|2),0,0,0.8256227758007118,0.8834173156207055,0.7707277628032345,0.7898023051675445
LMNN,ionosphere,(351|34|2),0,0,0.8861209964412812,0.8952009844134536,0.8383075842696629,0.8591302168191504
MMC_Supervised,soybean,(150|4|3),0,0,0.975,0.9782608695652174,0.9736842105263158,0.9750654148068337
LSML_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9674688057040998,0.9642857142857143,0.9654485049833887
ITML_Supervised,soybean,(150|4|3),0,0,0.9833333333333333,0.9837010534684953,0.9837010534684953,0.9837010534684953
NCA,soybean,(150|4|3),0,0,0.8583333333333333,0.8654944586530263,0.8620268620268621,0.8589384854541415
MLKR,soybean,(150|4|3),0,0,0.975,0.9749679075738126,0.9745726495726496,0.9746673080006413
LFDA,soybean,(150|4|3),0,0,0.9666666666666667,0.9669312169312171,0.9653508771929825,0.965721819380356
LMNN,soybean,(150|4|3),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,iris,(150|4|3),0,0,0.9833333333333333,0.982905982905983,0.983739837398374,0.9828947368421054
LSML_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.943609022556391,0.9444793630840143,0.9416575506589572
ITML_Supervised,iris,(150|4|3),0,0,0.9666666666666667,0.9666666666666667,0.9682539682539683,0.9657894736842106
NCA,iris,(150|4|3),0,0,0.9416666666666667,0.9422555764019179,0.9427736006683375,0.9416575506589572
MLKR,iris,(150|4|3),0,0,0.95,0.955015197568389,0.9495130192804612,0.9507507507507507
LFDA,iris,(150|4|3),0,0,0.9666666666666667,0.9682539682539683,0.9674796747967479,0.9662393162393164
LMNN,iris,(150|4|3),0,0,0.9583333333333334,0.9594820384294068,0.9589326662497394,0.9583268218992552
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.38823529411764707,0.4044265593561368,0.44571428571428573,0.34846698113207547
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.4792663476874003,0.4856035437430786,0.4414575866188769
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5176470588235295,0.5189340813464236,0.5149501661129567,0.4893772893772893
NCA,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.2529411764705882,0.5,0.3359375
MLKR,poisoned_synthetic,(106|2|2),0,0,0.7294117647058823,0.8203125,0.7386363636363636,0.7135531135531136
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.96875,0.9625,0.9643904482614161
LMNN,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.96875,0.9625,0.9643904482614161
MMC_Supervised,wine,(178|13|3),0,0,0.6363636363636364,0.6029411764705882,0.6349206349206349,0.6064448836187967
LSML_Supervised,wine,(178|13|3),0,0,0.7412587412587412,0.7903329197684036,0.719098277608916,0.7066182405165456
ITML_Supervised,wine,(178|13|3),0,0,0.8601398601398601,0.8879268879268879,0.8885902031063321,0.8722921034241788
NCA,wine,(178|13|3),0,0,0.6923076923076923,0.6440058479532164,0.6510325159778984,0.6308024334340124
MLKR,wine,(178|13|3),0,0,0.6923076923076923,0.7152658334288882,0.6866368487131199,0.6913922814952542
LFDA,wine,(178|13|3),0,0,0.8181818181818182,0.8545041204887752,0.7995807850231142,0.8072318533148026
LMNN,wine,(178|13|3),0,0,0.9300699300699301,0.9345403405553782,0.9323830409356725,0.9333719177669259
NCA,ionosphere,(351|34|2),0,0,0.8220640569395018,0.8686651583710407,0.7655638852672751,0.7847469052579974
LMNN,ionosphere,(351|34|2),0,0,0.7366548042704626,0.8537549407114624,0.6372549019607843,0.6297364672364673
MMC_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9586466165413534,0.9580988117573485,0.9582746570698378
LSML_Supervised,soybean,(150|4|3),0,0,0.95,0.9525974025974026,0.948931623931624,0.9491634491634491
ITML_Supervised,soybean,(150|4|3),0,0,0.975,0.975,0.975,0.9740259740259741
NCA,soybean,(150|4|3),0,0,0.95,0.9487179487179488,0.9555555555555556,0.9484126984126985
MLKR,soybean,(150|4|3),0,0,0.9583333333333334,0.9637681159420289,0.9603174603174603,0.9597458654638925
LFDA,soybean,(150|4|3),0,0,0.9583333333333334,0.9611111111111111,0.9578754578754579,0.9586206896551724
LMNN,soybean,(150|4|3),0,0,0.8916666666666667,0.9150326797385621,0.8992248062015503,0.8919501308296137
MMC_Supervised,iris,(150|4|3),0,0,0.975,0.9736486486486488,0.9744805781391147,0.973955690850668
LSML_Supervised,iris,(150|4|3),0,0,0.9666666666666667,0.9689922480620154,0.9658119658119658,0.965721819380356
ITML_Supervised,iris,(150|4|3),0,0,0.9083333333333333,0.9202898550724639,0.9126984126984127,0.9045041997857828
NCA,iris,(150|4|3),0,0,0.9166666666666666,0.9176829268292682,0.9176829268292682,0.9176829268292682
MLKR,iris,(150|4|3),0,0,0.975,0.9761904761904762,0.9763660427301947,0.9761871013465627
LFDA,iris,(150|4|3),0,0,0.9666666666666667,0.9666666666666667,0.9703703703703703,0.966952264381885
LMNN,iris,(150|4|3),0,0,0.925,0.9361702127659575,0.9302325581395349,0.9257448433919021
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5294117647058824,0.5176056338028169,0.5097222222222222,0.45721583652618136
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.96875,0.9625,0.9643904482614161
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5176470588235295,0.5799086757990868,0.5388888888888889,0.4589349479894426
NCA,poisoned_synthetic,(106|2|2),0,0,0.49411764705882355,0.4955654101995566,0.4955406911928651,0.4938374186400776
MLKR,poisoned_synthetic,(106|2|2),0,0,0.8235294117647058,0.8236111111111111,0.8228935698447895,0.823137744486059
LFDA,poisoned_synthetic,(106|2|2),0,0,0.5294117647058824,0.5319426336375489,0.5271317829457364,0.5098039215686274
LMNN,poisoned_synthetic,(106|2|2),0,0,0.9529411764705882,0.9607843137254901,0.9473684210526316,0.9518140589569162
MMC_Supervised,wine,(178|13|3),0,0,0.6363636363636364,0.6051834340250416,0.6132275132275132,0.5813888100129728
LSML_Supervised,wine,(178|13|3),0,0,0.6713286713286714,0.7862392968098811,0.6471673940894187,0.6016739830260462
ITML_Supervised,wine,(178|13|3),0,0,0.8041958041958042,0.8396800556424969,0.7992519176729703,0.8016718606659111
NCA,wine,(178|13|3),0,0,0.7062937062937062,0.7438268045464448,0.7186789271098405,0.7077890956395629
MLKR,wine,(178|13|3),0,0,0.6853146853146853,0.6641025641025641,0.6793668954996187,0.6677651855849372
LFDA,wine,(178|13|3),0,0,0.7552447552447552,0.7536453242098403,0.7553418803418803,0.7467495467495467
LMNN,wine,(178|13|3),0,0,0.8251748251748252,0.8205128205128206,0.83274231678487,0.8240860990860991
NCA,ionosphere,(351|34|2),0,0,0.8291814946619217,0.879920634920635,0.764475138121547,0.7870405456612353
LMNN,ionosphere,(351|34|2),0,0,0.7224199288256228,0.8505747126436782,0.6020408163265306,0.581653687585891
MMC_Supervised,soybean,(150|4|3),0,0,0.975,0.9772727272727272,0.9714285714285714,0.9733099209833188
LSML_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9588550983899822,0.9597288676236043,0.9591978902323729
ITML_Supervised,soybean,(150|4|3),0,0,0.95,0.948268106162843,0.9486486486486486,0.9480431848852903
NCA,soybean,(150|4|3),0,0,0.9583333333333334,0.9637681159420289,0.9603174603174603,0.9597458654638925
MLKR,soybean,(150|4|3),0,0,0.8833333333333333,0.903921568627451,0.8882783882783883,0.8833333333333333
LFDA,soybean,(150|4|3),0,0,0.975,0.975609756097561,0.975609756097561,0.9746835443037977
LMNN,soybean,(150|4|3),0,0,0.9416666666666667,0.9416957026713124,0.9407407407407408,0.9385858585858586
MMC_Supervised,iris,(150|4|3),0,0,0.9666666666666667,0.9682539682539684,0.9652210349884768,0.9663299663299664
LSML_Supervised,iris,(150|4|3),0,0,0.925,0.9351615646258503,0.9236874236874236,0.9247794459062065
ITML_Supervised,iris,(150|4|3),0,0,0.875,0.9090909090909092,0.8780487804878049,0.8727415553809897
NCA,iris,(150|4|3),0,0,0.8916666666666667,0.8901098901098902,0.8947811447811448,0.8907721944689326
MLKR,iris,(150|4|3),0,0,0.9333333333333333,0.9341463414634146,0.9341463414634146,0.9341463414634146
LFDA,iris,(150|4|3),0,0,0.9666666666666667,0.9686231081579919,0.9686231081579919,0.9686231081579919
LMNN,iris,(150|4|3),0,0,0.95,0.9534883720930232,0.9523809523809524,0.9493589743589742
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4,0.3800125313283208,0.3938470066518847,0.3779595350839432
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9680851063829787,0.9634146341463414,0.9645291417443317
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.38823529411764707,0.39486260454002386,0.4014557670772676,0.38405797101449274
NCA,poisoned_synthetic,(106|2|2),0,0,0.8117647058823529,0.8166666666666667,0.8209459459459459,0.811529933481153
MLKR,poisoned_synthetic,(106|2|2),0,0,0.49411764705882355,0.4956140350877193,0.49612403100775193,0.48001138141983213
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9705882352941176,0.9594594594594594,0.9637217242851046
