algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
NCA,isolet,(7797|617|26),10,0.2,0.7160810464221595,0.7216981900497704,0.7190575985984367,0.7161482209691118
NCA,isolet,(7797|617|26),10,0.3,0.7335214157476276,0.7398221916552618,0.7368917048597875,0.7341881506787498
MLKR,isolet,(7797|617|26),10,0,0.6586304180559118,0.659854809732985,0.6574981036520623,0.6539798217707494
MLKR,isolet,(7797|617|26),10,0.1,0.6614516542703257,0.6707885556761698,0.6648745341078357,0.66187198501754
MLKR,isolet,(7797|617|26),10,0.2,0.63016157989228,0.6339635854232389,0.6282870671570941,0.6260189973415705
MLKR,isolet,(7797|617|26),10,0.3,0.6358040523211079,0.6417162643529054,0.6381726375200348,0.6341699827770609
LFDA,isolet,(7797|617|26),10,0,0.6971018209797384,0.6997186223450778,0.7000084184870243,0.6936093881226082
LFDA,isolet,(7797|617|26),10,0.1,0.7035137214670428,0.7041744587645914,0.700587785289801,0.6980938111414097
LFDA,isolet,(7797|617|26),10,0.2,0.718132854578097,0.7205422206995407,0.7187292711595549,0.7146825999769123
LFDA,isolet,(7797|617|26),10,0.3,0.7209540907925109,0.7211543532109452,0.7200871402216732,0.7169433849123424
LMNN,isolet,(7797|617|26),10,0,0.7358296999230572,0.7366740235214497,0.734454711915189,0.7313410610593769
LMNN,isolet,(7797|617|26),10,0.1,0.6870992562195435,0.691715387767615,0.686864332891591,0.6863468559820374
LMNN,isolet,(7797|617|26),10,0.2,0.6945370607848166,0.7014711275589277,0.696207613771766,0.6941141107806204
LMNN,isolet,(7797|617|26),10,0.3,0.6414465247499359,0.6506602104792234,0.6440966280128426,0.6417599520677052
NCA,letters,(20000|16|26),10,0,0.9156,0.9166267683056871,0.9155487675161399,0.9156175606472823
NCA,letters,(20000|16|26),10,0.1,0.9132,0.9161895669177186,0.9130630805916611,0.9137987722275601
NCA,letters,(20000|16|26),10,0.2,0.9133,0.9149468526642538,0.9131681783207029,0.9132761748512975
NCA,letters,(20000|16|26),10,0.3,0.9178,0.9190992523053687,0.9179341442268482,0.9179377693822477
LFDA,letters,(20000|16|26),10,0,0.8493,0.8516956575857623,0.8499429282972546,0.8500539565829512
LFDA,letters,(20000|16|26),10,0.1,0.8648,0.8678844706103935,0.86432526225084,0.8651608788857275
LFDA,letters,(20000|16|26),10,0.2,0.8638,0.8671644965829436,0.8635614245986913,0.8641981839278439
LFDA,letters,(20000|16|26),10,0.3,0.8599,0.8626076546476867,0.8594781674062506,0.8601204866980692
LMNN,letters,(20000|16|26),10,0,0.9231,0.9244085558077282,0.9230279566988897,0.9232024136034345
LMNN,letters,(20000|16|26),10,0.2,0.8929,0.8940573220272684,0.8927617451260291,0.8927833691538237
LMNN,letters,(20000|16|26),10,0.3,0.8906,0.893209044150364,0.8904927274691748,0.8907252596095228
RCA_Supervised,mnist,(4000|784|10),10,0,0.8145,0.812945190376136,0.814066399050892,0.8115649338007629
RCA_Supervised,mnist,(4000|784|10),10,0.1,0.814,0.8115304202008465,0.811258277853011,0.810200123155077
RCA_Supervised,mnist,(4000|784|10),10,0.2,0.835,0.8332322437943528,0.8346063245913026,0.8329992294885249
RCA_Supervised,mnist,(4000|784|10),10,0.3,0.808,0.8073372895644237,0.8068698995213787,0.8050214141349787
MMC_Supervised,mnist,(4000|784|10),10,0,0.6135,0.6014099718664248,0.6105333346124665,0.601851731675337
MMC_Supervised,mnist,(4000|784|10),10,0.1,0.602,0.5880657134389156,0.5995922413597168,0.5910358987719725
MMC_Supervised,mnist,(4000|784|10),10,0.2,0.602,0.5893825444519462,0.5967263363134141,0.5898471290045868
MMC_Supervised,mnist,(4000|784|10),10,0.3,0.5995,0.5868913158783139,0.5963744277189447,0.5868785356191951
LSML_Supervised,mnist,(4000|784|10),10,0,0.8565,0.8558722028556636,0.8560181817439977,0.8549901668266976
LSML_Supervised,mnist,(4000|784|10),10,0.1,0.78,0.7792234989450011,0.7802438440833587,0.7775150364141378
LSML_Supervised,mnist,(4000|784|10),10,0.2,0.7955,0.7916318954294483,0.7916816787102932,0.7893849328237197
LSML_Supervised,mnist,(4000|784|10),10,0.3,0.7755,0.775194470251264,0.7753084945533841,0.7725158753938736
ITML_Supervised,mnist,(4000|784|10),10,0,0.781,0.7777592029327396,0.7801306533321055,0.7764257011930038
ITML_Supervised,mnist,(4000|784|10),10,0.1,0.771,0.7697186856753465,0.7680440798951566,0.7653146882733636
ITML_Supervised,mnist,(4000|784|10),10,0.2,0.785,0.7812495484422523,0.7833313902310972,0.7808677407725948
ITML_Supervised,mnist,(4000|784|10),10,0.3,0.799,0.7991245863408165,0.7979121762733786,0.7954836575691415
NCA,mnist,(4000|784|10),10,0,0.8695,0.8692178716804942,0.8679210560196413,0.867324883679926
NCA,mnist,(4000|784|10),10,0.1,0.8495,0.8492435488269866,0.8488851977359417,0.8474672380348804
NCA,mnist,(4000|784|10),10,0.2,0.8685,0.8675094527557571,0.8670093204330968,0.8666818204440163
NCA,mnist,(4000|784|10),10,0.3,0.8685,0.8682405376730215,0.8679568944933138,0.8673025961583918
MLKR,mnist,(4000|784|10),10,0,0.8615,0.8627405280430175,0.8635580891474415,0.8624098104644325
MLKR,mnist,(4000|784|10),10,0.1,0.868,0.8666784220410927,0.8681442244572638,0.8667808669674357
MLKR,mnist,(4000|784|10),10,0.2,0.852,0.8511062226970665,0.8541603099812202,0.8513574359865123
MLKR,mnist,(4000|784|10),10,0.3,0.8475,0.8459894420111119,0.8478327711245897,0.8463890389421259
LFDA,mnist,(4000|784|10),10,0,0.8385,0.8371577500246022,0.8369024070071338,0.836277808498483
LFDA,mnist,(4000|784|10),10,0.1,0.8435,0.8449070486549198,0.8443982457523885,0.8431958382351301
LFDA,mnist,(4000|784|10),10,0.2,0.8405,0.8404722051857126,0.83936613101311,0.8387025944112864
LFDA,mnist,(4000|784|10),10,0.3,0.8475,0.8462914852593266,0.84752404280073,0.8458081035423317
LMNN,mnist,(4000|784|10),10,0,0.868,0.8671284610083438,0.8660910591064861,0.8660225404469422
LMNN,mnist,(4000|784|10),10,0.1,0.861,0.8597692206127091,0.859902984355198,0.8588170617882559
LMNN,mnist,(4000|784|10),10,0.2,0.848,0.8441266471307962,0.8454503474828273,0.843572136002385
LMNN,mnist,(4000|784|10),10,0.3,0.858,0.8564384455617675,0.8569309940473515,0.8555371477493304
